,PROD_CD,SLSMAN_CD,PLAN_MONTH,PLAN_YEAR,TARGET_IN_EA,ACH_IN_EA
26903,PROD_17,SLSMAN_210,11,2019,"5,256","1,352"
159,PROD_5,SLSMAN_2,10,2019,80,60
18726,PROD_39,SLSMAN_140,10,2019,432,316
2192,PROD_84,SLSMAN_14,12,2019,0,116
21920,PROD_42,SLSMAN_168,11,2019,108,120
4015,PROD_59,SLSMAN_29,11,2019,168,280
3482,PROD_14,SLSMAN_25,12,2019,"22,464","22,018"
27176,PROD_61,SLSMAN_211,10,2019,"5,628","3,500"
23650,PROD_16,SLSMAN_182,12,2019,"3,312","2,367"
18791,PROD_85,SLSMAN_140,12,2019,0,49
11312,PROD_51,SLSMAN_88,12,2019,0,"12,599"
16955,PROD_19,SLSMAN_127,1,2020,"2,688",0
22603,PROD_10,SLSMAN_173,12,2019,0,128
11246,PROD_23,SLSMAN_88,11,2019,180,104
21238,PROD_13,SLSMAN_163,10,2019,"18,396","20,564"
14898,PROD_11,SLSMAN_112,1,2020,72,0
15221,PROD_13,SLSMAN_114,12,2019,"3,564","2,609"
17651,PROD_38,SLSMAN_131,1,2020,144,0
15061,PROD_13,SLSMAN_113,1,2020,"3,816",0
485,PROD_16,SLSMAN_4,12,2019,"1,224","3,706"
15371,PROD_10,SLSMAN_115,12,2019,0,16
7387,PROD_48,SLSMAN_52,1,2020,120,0
25156,PROD_9,SLSMAN_193,11,2019,0,15
18965,PROD_36,SLSMAN_142,11,2019,24,11
8973,PROD_37,SLSMAN_66,1,2020,36,0
3425,PROD_23,SLSMAN_24,11,2019,0,2
4622,PROD_61,SLSMAN_33,11,2019,"5,208","4,521"
25953,PROD_38,SLSMAN_198,11,2019,180,170
5794,PROD_3,SLSMAN_42,10,2019,40,3
15011,PROD_54,SLSMAN_112,12,2019,12,0
10783,PROD_15,SLSMAN_85,11,2019,"1,800","2,235"
16851,PROD_38,SLSMAN_126,12,2019,180,215
24908,PROD_31,SLSMAN_191,12,2019,400,280
6667,PROD_36,SLSMAN_47,11,2019,24,34
17398,PROD_83,SLSMAN_129,12,2019,0,"6,487"
1851,PROD_54,SLSMAN_12,10,2019,24,0
11603,PROD_63,SLSMAN_90,12,2019,0,2
15539,PROD_45,SLSMAN_116,12,2019,0,28
19927,PROD_13,SLSMAN_152,12,2019,"3,168","2,562"
1638,PROD_32,SLSMAN_11,11,2019,840,721
21991,PROD_10,SLSMAN_169,12,2019,0,30
6446,PROD_14,SLSMAN_46,10,2019,"12,780","16,836"
7964,PROD_27,SLSMAN_57,1,2020,36,0
2922,PROD_37,SLSMAN_19,1,2020,252,0
3785,PROD_50,SLSMAN_27,12,2019,"23,568","23,421"
15993,PROD_14,SLSMAN_121,1,2020,"19,404",0
10477,PROD_11,SLSMAN_83,11,2019,108,102
16306,PROD_15,SLSMAN_123,1,2020,"3,228",0
27494,PROD_11,SLSMAN_214,10,2019,144,114
27896,PROD_80,SLSMAN_216,1,2020,744,0
5252,PROD_31,SLSMAN_38,1,2020,"4,000",0
7095,PROD_18,SLSMAN_50,1,2020,24,0
15225,PROD_14,SLSMAN_114,12,2019,"25,056","22,387"
10334,PROD_11,SLSMAN_82,12,2019,108,91
4024,PROD_62,SLSMAN_29,12,2019,"1,470",0
12633,PROD_81,SLSMAN_97,11,2019,72,24
9913,PROD_19,SLSMAN_79,1,2020,"2,016",0
7608,PROD_8,SLSMAN_54,10,2019,0,10
1498,PROD_36,SLSMAN_10,12,2019,48,25
16045,PROD_33,SLSMAN_121,1,2020,612,0
17824,PROD_48,SLSMAN_132,10,2019,0,38
362,PROD_27,SLSMAN_3,12,2019,72,66
4769,PROD_61,SLSMAN_34,11,2019,"3,402",865
13677,PROD_26,SLSMAN_104,12,2019,108,82
18271,PROD_19,SLSMAN_137,11,2019,0,78
2258,PROD_33,SLSMAN_15,12,2019,180,12
14188,PROD_36,SLSMAN_107,11,2019,24,15
20508,PROD_26,SLSMAN_158,12,2019,48,45
15343,PROD_80,SLSMAN_114,1,2020,696,0
4008,PROD_56,SLSMAN_29,12,2019,468,125
10637,PROD_16,SLSMAN_84,12,2019,972,"1,123"
6435,PROD_10,SLSMAN_46,11,2019,0,493
23274,PROD_59,SLSMAN_179,11,2019,0,52
13513,PROD_31,SLSMAN_103,11,2019,800,400
4677,PROD_18,SLSMAN_34,10,2019,"1,380","1,112"
26079,PROD_7,SLSMAN_200,1,2020,"1,465",0
17976,PROD_25,SLSMAN_134,10,2019,324,363
12506,PROD_11,SLSMAN_97,11,2019,36,0
21344,PROD_59,SLSMAN_163,11,2019,966,"1,339"
13305,PROD_15,SLSMAN_102,11,2019,"3,000","3,091"
22624,PROD_17,SLSMAN_173,1,2020,"16,848",0
1555,PROD_61,SLSMAN_10,10,2019,"3,234","2,524"
24638,PROD_27,SLSMAN_189,12,2019,0,61
2524,PROD_15,SLSMAN_17,11,2019,"9,420","8,991"
18781,PROD_81,SLSMAN_140,10,2019,480,267
21923,PROD_43,SLSMAN_168,11,2019,0,"2,898"
531,PROD_36,SLSMAN_4,10,2019,24,26
3110,PROD_23,SLSMAN_21,10,2019,36,78
12917,PROD_47,SLSMAN_99,11,2019,"1,512","1,629"
4784,PROD_82,SLSMAN_34,12,2019,0,"1,512"
12919,PROD_48,SLSMAN_99,10,2019,0,5
8596,PROD_45,SLSMAN_62,11,2019,"3,600","2,235"
13602,PROD_81,SLSMAN_103,12,2019,120,80
5118,PROD_35,SLSMAN_37,11,2019,96,0
8998,PROD_47,SLSMAN_66,11,2019,"1,368","1,258"
2475,PROD_64,SLSMAN_16,10,2019,0,9
19706,PROD_81,SLSMAN_148,10,2019,192,67
13553,PROD_45,SLSMAN_103,11,2019,960,672
8943,PROD_25,SLSMAN_66,11,2019,288,217
15986,PROD_11,SLSMAN_121,10,2019,180,197
19129,PROD_39,SLSMAN_143,10,2019,432,494
11265,PROD_32,SLSMAN_88,10,2019,24,0
18304,PROD_10,SLSMAN_138,10,2019,0,219
9872,PROD_62,SLSMAN_76,10,2019,"3,066","2,115"
7968,PROD_31,SLSMAN_57,1,2020,400,0
15645,PROD_36,SLSMAN_117,11,2019,24,11
26377,PROD_27,SLSMAN_205,11,2019,0,2
23375,PROD_38,SLSMAN_180,10,2019,288,264
12777,PROD_80,SLSMAN_98,1,2020,288,0
26439,PROD_26,SLSMAN_206,10,2019,132,102
20650,PROD_22,SLSMAN_159,10,2019,"6,000","3,330"
25939,PROD_31,SLSMAN_198,1,2020,"6,800",0
12303,PROD_56,SLSMAN_95,12,2019,0,10
13833,PROD_23,SLSMAN_105,12,2019,72,121
24864,PROD_15,SLSMAN_191,11,2019,876,"1,616"
25864,PROD_80,SLSMAN_197,10,2019,600,787
27190,PROD_80,SLSMAN_211,1,2020,"1,152",0
2555,PROD_27,SLSMAN_17,1,2020,108,0
4666,PROD_15,SLSMAN_34,11,2019,"3,276","2,812"
11489,PROD_85,SLSMAN_89,12,2019,0,123
16618,PROD_15,SLSMAN_125,10,2019,"5,160","4,307"
27085,PROD_19,SLSMAN_211,12,2019,"5,208","2,610"
219,PROD_33,SLSMAN_2,1,2020,108,0
2371,PROD_16,SLSMAN_16,1,2020,"1,080",0
4716,PROD_36,SLSMAN_34,1,2020,24,0
12257,PROD_33,SLSMAN_95,1,2020,36,0
27802,PROD_18,SLSMAN_216,1,2020,972,0
5358,PROD_14,SLSMAN_39,10,2019,"17,604","18,244"
8225,PROD_67,SLSMAN_58,10,2019,0,12
1019,PROD_42,SLSMAN_7,11,2019,108,129
6817,PROD_32,SLSMAN_48,1,2020,"1,644",0
26000,PROD_81,SLSMAN_198,1,2020,264,0
15783,PROD_10,SLSMAN_119,12,2019,0,41
6390,PROD_56,SLSMAN_45,10,2019,72,36
6119,PROD_15,SLSMAN_44,1,2020,"6,576",0
4649,PROD_5,SLSMAN_34,10,2019,80,119
16627,PROD_17,SLSMAN_125,11,2019,"12,204","3,621"
11223,PROD_15,SLSMAN_88,12,2019,"1,752","2,126"
27451,PROD_51,SLSMAN_213,12,2019,0,482
22891,PROD_80,SLSMAN_174,12,2019,408,313
25672,PROD_38,SLSMAN_196,1,2020,432,0
4859,PROD_37,SLSMAN_35,11,2019,36,23
9184,PROD_50,SLSMAN_68,12,2019,"15,936","14,202"
4402,PROD_33,SLSMAN_32,1,2020,"1,620",0
12819,PROD_13,SLSMAN_99,10,2019,"2,880","3,084"
16616,PROD_14,SLSMAN_125,12,2019,"36,432","34,572"
18219,PROD_51,SLSMAN_136,1,2020,"3,084",0
7339,PROD_27,SLSMAN_52,10,2019,72,89
9888,PROD_5,SLSMAN_79,11,2019,80,91
20874,PROD_58,SLSMAN_160,10,2019,"1,512","1,659"
5531,PROD_23,SLSMAN_40,10,2019,36,23
148,PROD_81,SLSMAN_1,11,2019,0,125
5640,PROD_2,SLSMAN_41,10,2019,0,15
28143,PROD_62,SLSMAN_220,11,2019,0,"6,216"
17394,PROD_81,SLSMAN_129,12,2019,264,74
3448,PROD_59,SLSMAN_24,11,2019,0,6
12511,PROD_13,SLSMAN_97,12,2019,"2,124","2,253"
15554,PROD_81,SLSMAN_116,12,2019,0,6
14804,PROD_33,SLSMAN_111,11,2019,"1,224",746
20140,PROD_26,SLSMAN_154,11,2019,468,331
25610,PROD_13,SLSMAN_196,11,2019,288,245
15231,PROD_16,SLSMAN_114,11,2019,"1,908","1,116"
11402,PROD_26,SLSMAN_89,1,2020,72,0
25959,PROD_42,SLSMAN_198,1,2020,36,0
27290,PROD_42,SLSMAN_212,11,2019,108,106
20737,PROD_61,SLSMAN_159,12,2019,"4,116",0
27369,PROD_17,SLSMAN_213,10,2019,"2,340","2,689"
10604,PROD_83,SLSMAN_83,1,2020,"1,974",0
25762,PROD_15,SLSMAN_197,12,2019,204,152
3961,PROD_33,SLSMAN_29,11,2019,648,0
24700,PROD_14,SLSMAN_190,11,2019,"30,852","31,716"
5269,PROD_36,SLSMAN_38,10,2019,24,48
6524,PROD_38,SLSMAN_46,12,2019,108,50
4508,PROD_13,SLSMAN_33,12,2019,864,"1,472"
7416,PROD_59,SLSMAN_52,12,2019,714,549
4439,PROD_47,SLSMAN_32,12,2019,"1,248","1,823"
27545,PROD_31,SLSMAN_214,10,2019,800,0
26287,PROD_34,SLSMAN_204,10,2019,0,1
23399,PROD_50,SLSMAN_180,11,2019,"63,312","55,406"
11049,PROD_84,SLSMAN_86,12,2019,0,67
2211,PROD_14,SLSMAN_15,1,2020,"33,768",0
24451,PROD_15,SLSMAN_187,12,2019,0,"2,668"
20700,PROD_42,SLSMAN_159,10,2019,72,107
6559,PROD_59,SLSMAN_46,11,2019,"2,226",833
5399,PROD_27,SLSMAN_39,11,2019,72,84
12914,PROD_45,SLSMAN_99,12,2019,384,461
6847,PROD_42,SLSMAN_48,11,2019,216,117
7308,PROD_16,SLSMAN_52,11,2019,0,133
21536,PROD_15,SLSMAN_165,12,2019,"4,008","3,787"
17674,PROD_50,SLSMAN_131,1,2020,"30,048",0
27175,PROD_61,SLSMAN_211,1,2020,"5,376",0
26046,PROD_59,SLSMAN_199,12,2019,0,"1,473"
21895,PROD_32,SLSMAN_168,12,2019,0,15
23247,PROD_11,SLSMAN_179,11,2019,0,3
17456,PROD_25,SLSMAN_130,12,2019,396,317
19822,PROD_37,SLSMAN_150,11,2019,108,70
766,PROD_11,SLSMAN_6,12,2019,396,352
15368,PROD_5,SLSMAN_115,12,2019,160,88
26411,PROD_15,SLSMAN_206,12,2019,"4,848","4,098"
4163,PROD_76,SLSMAN_30,11,2019,0,0
18699,PROD_27,SLSMAN_140,11,2019,216,204
13734,PROD_50,SLSMAN_104,11,2019,"41,280","37,492"
20716,PROD_50,SLSMAN_159,1,2020,"61,152",0
21118,PROD_25,SLSMAN_162,11,2019,252,222
11897,PROD_81,SLSMAN_92,12,2019,96,142
25467,PROD_11,SLSMAN_195,12,2019,"1,152","1,051"
10287,PROD_54,SLSMAN_81,1,2020,12,0
3148,PROD_37,SLSMAN_21,12,2019,72,89
1317,PROD_28,SLSMAN_9,1,2020,18,0
1204,PROD_56,SLSMAN_8,1,2020,216,0
16536,PROD_42,SLSMAN_124,10,2019,432,364
22980,PROD_27,SLSMAN_176,10,2019,108,131
23331,PROD_22,SLSMAN_180,11,2019,"14,400","20,050"
22210,PROD_37,SLSMAN_170,10,2019,72,75
2504,PROD_5,SLSMAN_17,10,2019,160,56
23141,PROD_23,SLSMAN_178,10,2019,180,115
15961,PROD_51,SLSMAN_120,12,2019,0,58
5051,PROD_5,SLSMAN_37,1,2020,80,0
15226,PROD_15,SLSMAN_114,1,2020,"6,240",0
13248,PROD_59,SLSMAN_101,1,2020,420,0
26517,PROD_62,SLSMAN_206,11,2019,"3,192","1,196"
11853,PROD_45,SLSMAN_92,10,2019,816,133
7325,PROD_22,SLSMAN_52,12,2019,"1,200","2,182"
3109,PROD_23,SLSMAN_21,1,2020,36,0
22356,PROD_33,SLSMAN_171,12,2019,"1,080",432
641,PROD_19,SLSMAN_5,12,2019,"1,848","1,668"
12536,PROD_22,SLSMAN_97,10,2019,"18,000","1,640"
10852,PROD_47,SLSMAN_85,1,2020,"1,104",0
780,PROD_16,SLSMAN_6,10,2019,0,"2,507"
19041,PROD_5,SLSMAN_143,1,2020,400,0
4289,PROD_56,SLSMAN_31,1,2020,468,0
12509,PROD_13,SLSMAN_97,10,2019,"2,304","2,539"
939,PROD_14,SLSMAN_7,1,2020,"19,944",0
27695,PROD_33,SLSMAN_215,10,2019,180,189
10412,PROD_45,SLSMAN_82,1,2020,816,0
16802,PROD_20,SLSMAN_126,12,2019,408,233
28189,PROD_10,SLSMAN_222,11,2019,0,80
20097,PROD_11,SLSMAN_154,12,2019,144,168
2391,PROD_26,SLSMAN_16,1,2020,12,0
7384,PROD_47,SLSMAN_52,10,2019,"3,072","2,408"
10385,PROD_35,SLSMAN_82,1,2020,"5,568",0
14598,PROD_13,SLSMAN_110,12,2019,"2,124","2,338"
16315,PROD_17,SLSMAN_123,10,2019,"28,296","26,959"
16727,PROD_59,SLSMAN_125,1,2020,"1,176",0
16436,PROD_3,SLSMAN_124,10,2019,40,0
15761,PROD_62,SLSMAN_118,12,2019,0,18
13593,PROD_74,SLSMAN_103,10,2019,0,72
20727,PROD_58,SLSMAN_159,10,2019,"5,544","5,101"
27059,PROD_13,SLSMAN_211,10,2019,"9,720","10,329"
5661,PROD_14,SLSMAN_41,11,2019,"2,088","1,660"
9200,PROD_61,SLSMAN_68,1,2020,"3,528",0
21904,PROD_36,SLSMAN_168,11,2019,24,31
27040,PROD_3,SLSMAN_211,1,2020,80,0
21552,PROD_22,SLSMAN_165,12,2019,"18,800","25,226"
22591,PROD_83,SLSMAN_172,12,2019,0,"2,174"
21983,PROD_3,SLSMAN_169,12,2019,40,0
16013,PROD_19,SLSMAN_121,1,2020,"2,520",0
4281,PROD_50,SLSMAN_31,1,2020,"16,032",0
15738,PROD_35,SLSMAN_118,11,2019,0,810
5217,PROD_16,SLSMAN_38,10,2019,0,"1,450"
23289,PROD_10,SLSMAN_180,10,2019,0,91
21902,PROD_36,SLSMAN_168,1,2020,24,0
7697,PROD_39,SLSMAN_54,11,2019,180,253
15762,PROD_80,SLSMAN_118,11,2019,0,9
8787,PROD_36,SLSMAN_64,1,2020,24,0
22076,PROD_45,SLSMAN_169,12,2019,480,733
7017,PROD_42,SLSMAN_49,12,2019,252,307
15568,PROD_10,SLSMAN_117,10,2019,0,24
2278,PROD_39,SLSMAN_15,12,2019,360,159
2240,PROD_26,SLSMAN_15,10,2019,24,8
13653,PROD_19,SLSMAN_104,12,2019,"2,184","3,110"
17022,PROD_45,SLSMAN_127,10,2019,816,288
7260,PROD_62,SLSMAN_51,12,2019,"18,270",0
13987,PROD_19,SLSMAN_106,11,2019,"2,856","2,376"
12890,PROD_36,SLSMAN_99,11,2019,0,11
24130,PROD_11,SLSMAN_185,1,2020,180,0
28030,PROD_61,SLSMAN_217,12,2019,"3,906",0
27634,PROD_5,SLSMAN_215,1,2020,80,0
26585,PROD_19,SLSMAN_208,10,2019,"1,176",560
8409,PROD_56,SLSMAN_60,11,2019,144,143
26047,PROD_60,SLSMAN_199,1,2020,"1,500",0
9103,PROD_17,SLSMAN_68,11,2019,"5,040","1,789"
7776,PROD_11,SLSMAN_56,11,2019,0,2
27279,PROD_37,SLSMAN_212,12,2019,72,83
24426,PROD_80,SLSMAN_186,11,2019,672,651
573,PROD_58,SLSMAN_4,12,2019,"33,768","24,077"
18124,PROD_10,SLSMAN_136,12,2019,0,20
9242,PROD_3,SLSMAN_70,10,2019,200,6
3487,PROD_16,SLSMAN_25,1,2020,36,0
22186,PROD_27,SLSMAN_170,10,2019,72,87
9863,PROD_45,SLSMAN_76,10,2019,"1,296",661
6526,PROD_39,SLSMAN_46,10,2019,252,135
7995,PROD_38,SLSMAN_57,12,2019,108,160
19311,PROD_58,SLSMAN_144,11,2019,"10,752","12,564"
16761,PROD_5,SLSMAN_126,11,2019,240,281
10860,PROD_50,SLSMAN_85,12,2019,"163,776","140,455"
5928,PROD_84,SLSMAN_42,12,2019,0,76
21961,PROD_63,SLSMAN_168,10,2019,0,1
22796,PROD_23,SLSMAN_174,12,2019,108,122
15847,PROD_35,SLSMAN_119,1,2020,"18,720",0
23055,PROD_76,SLSMAN_176,10,2019,0,336
10089,PROD_31,SLSMAN_80,11,2019,400,0
8881,PROD_62,SLSMAN_65,11,2019,0,65
22540,PROD_43,SLSMAN_172,12,2019,0,"10,647"
22319,PROD_17,SLSMAN_171,11,2019,"10,368","2,800"
21852,PROD_14,SLSMAN_168,12,2019,"22,392","24,776"
6149,PROD_22,SLSMAN_44,11,2019,"25,200","28,140"
15560,PROD_3,SLSMAN_117,11,2019,40,0
2663,PROD_83,SLSMAN_17,12,2019,"2,856","1,637"
11968,PROD_32,SLSMAN_93,1,2020,216,0
14591,PROD_11,SLSMAN_110,1,2020,36,0
19351,PROD_32,SLSMAN_145,11,2019,0,36
25140,PROD_82,SLSMAN_192,12,2019,0,"4,656"
14608,PROD_16,SLSMAN_110,11,2019,"1,188",469
10817,PROD_27,SLSMAN_85,11,2019,720,850
4882,PROD_47,SLSMAN_35,12,2019,"2,208","1,200"
21189,PROD_58,SLSMAN_162,11,2019,"2,016","2,667"
21780,PROD_51,SLSMAN_166,11,2019,0,"3,709"
27593,PROD_50,SLSMAN_214,11,2019,"24,288","25,016"
8064,PROD_84,SLSMAN_57,12,2019,0,8
14606,PROD_15,SLSMAN_110,12,2019,"2,364","1,879"
7950,PROD_22,SLSMAN_57,11,2019,800,"1,054"
15557,PROD_2,SLSMAN_117,11,2019,0,33
22686,PROD_39,SLSMAN_173,11,2019,432,366
21976,PROD_83,SLSMAN_168,1,2020,"2,898",0
14208,PROD_43,SLSMAN_107,12,2019,"5,148","4,516"
13176,PROD_26,SLSMAN_101,1,2020,60,0
5581,PROD_42,SLSMAN_40,12,2019,36,7
8017,PROD_48,SLSMAN_57,12,2019,96,0
20816,PROD_27,SLSMAN_160,11,2019,36,15
1868,PROD_61,SLSMAN_12,11,2019,"3,612","1,417"
5629,PROD_81,SLSMAN_40,1,2020,288,0
6373,PROD_43,SLSMAN_45,12,2019,0,"6,344"
13963,PROD_11,SLSMAN_106,12,2019,180,124
23083,PROD_56,SLSMAN_177,11,2019,0,12
8271,PROD_62,SLSMAN_59,11,2019,0,108
25556,PROD_51,SLSMAN_195,11,2019,0,"1,191"
13873,PROD_37,SLSMAN_105,12,2019,108,169
24055,PROD_42,SLSMAN_184,11,2019,72,120
12402,PROD_27,SLSMAN_96,11,2019,108,148
4231,PROD_27,SLSMAN_31,1,2020,36,0
4087,PROD_27,SLSMAN_30,11,2019,36,74
20231,PROD_81,SLSMAN_154,12,2019,0,117
12577,PROD_38,SLSMAN_97,1,2020,144,0
62,PROD_27,SLSMAN_1,10,2019,504,753
22885,PROD_74,SLSMAN_174,10,2019,0,0
24938,PROD_42,SLSMAN_191,10,2019,180,240
9157,PROD_37,SLSMAN_68,11,2019,36,28
10094,PROD_32,SLSMAN_80,12,2019,12,12
22307,PROD_14,SLSMAN_171,11,2019,"34,956","34,654"
7774,PROD_5,SLSMAN_56,12,2019,80,104
11117,PROD_31,SLSMAN_87,11,2019,"2,800","13,620"
19816,PROD_36,SLSMAN_150,1,2020,24,0
15278,PROD_35,SLSMAN_114,10,2019,"7,872","11,658"
23815,PROD_17,SLSMAN_183,11,2019,"15,984","3,719"
17356,PROD_48,SLSMAN_129,11,2019,24,0
18318,PROD_13,SLSMAN_138,12,2019,"8,100","7,203"
12344,PROD_5,SLSMAN_96,10,2019,160,160
1508,PROD_39,SLSMAN_10,10,2019,504,589
3383,PROD_61,SLSMAN_23,10,2019,"3,402","2,583"
8825,PROD_56,SLSMAN_64,1,2020,180,0
508,PROD_25,SLSMAN_4,11,2019,468,347
19330,PROD_80,SLSMAN_144,12,2019,120,131
6866,PROD_56,SLSMAN_48,1,2020,36,0
21605,PROD_47,SLSMAN_165,10,2019,624,827
16624,PROD_16,SLSMAN_125,12,2019,504,"2,676"
27003,PROD_58,SLSMAN_210,10,2019,"10,080","8,724"
16514,PROD_35,SLSMAN_124,1,2020,"9,312",0
13998,PROD_25,SLSMAN_106,1,2020,288,0
24417,PROD_61,SLSMAN_186,12,2019,0,85
24584,PROD_59,SLSMAN_188,12,2019,0,"1,333"
1379,PROD_56,SLSMAN_9,11,2019,468,430
3350,PROD_43,SLSMAN_23,11,2019,0,"7,718"
21140,PROD_33,SLSMAN_162,1,2020,468,0
4872,PROD_42,SLSMAN_35,12,2019,36,15
1754,PROD_15,SLSMAN_12,12,2019,"3,732","4,317"
22233,PROD_47,SLSMAN_170,10,2019,720,"1,184"
884,PROD_56,SLSMAN_6,10,2019,396,261
4170,PROD_82,SLSMAN_30,11,2019,0,444
23842,PROD_26,SLSMAN_183,1,2020,492,0
9155,PROD_37,SLSMAN_68,1,2020,36,0
15534,PROD_39,SLSMAN_116,12,2019,0,4
19312,PROD_58,SLSMAN_144,12,2019,"10,584","8,705"
7235,PROD_47,SLSMAN_51,12,2019,"4,464","2,676"
18337,PROD_19,SLSMAN_138,1,2020,"16,128",0
3302,PROD_25,SLSMAN_23,1,2020,396,0
6410,PROD_74,SLSMAN_45,10,2019,0,0
11731,PROD_80,SLSMAN_91,10,2019,600,737
1258,PROD_11,SLSMAN_9,1,2020,396,0
12648,PROD_5,SLSMAN_98,11,2019,80,11
1694,PROD_56,SLSMAN_11,11,2019,324,107
21405,PROD_19,SLSMAN_164,11,2019,"37,128","35,268"
17988,PROD_31,SLSMAN_134,10,2019,400,0
23361,PROD_33,SLSMAN_180,12,2019,648,280
3359,PROD_47,SLSMAN_23,12,2019,"1,968","1,320"
18306,PROD_10,SLSMAN_138,12,2019,0,255
2926,PROD_38,SLSMAN_19,1,2020,432,0
7263,PROD_80,SLSMAN_51,1,2020,"1,032",0
22005,PROD_15,SLSMAN_169,10,2019,"7,800","7,463"
27328,PROD_62,SLSMAN_212,11,2019,"3,738","1,688"
27222,PROD_15,SLSMAN_212,11,2019,"1,044","1,266"
27807,PROD_22,SLSMAN_216,10,2019,"17,600","3,870"
2558,PROD_27,SLSMAN_17,12,2019,108,48
22741,PROD_84,SLSMAN_173,12,2019,0,211
16648,PROD_22,SLSMAN_125,12,2019,"20,400","26,420"
25599,PROD_5,SLSMAN_196,12,2019,160,132
12459,PROD_56,SLSMAN_96,11,2019,684,695
27654,PROD_16,SLSMAN_215,1,2020,72,0
14341,PROD_38,SLSMAN_108,10,2019,144,174
23389,PROD_45,SLSMAN_180,1,2020,"1,104",0
24851,PROD_11,SLSMAN_191,10,2019,144,206
14564,PROD_80,SLSMAN_109,12,2019,648,237
2998,PROD_85,SLSMAN_19,12,2019,0,96
24193,PROD_36,SLSMAN_185,12,2019,0,16
11712,PROD_51,SLSMAN_91,11,2019,0,"3,901"
1712,PROD_80,SLSMAN_11,1,2020,384,0
13025,PROD_27,SLSMAN_100,10,2019,108,197
26858,PROD_81,SLSMAN_209,10,2019,120,30
26745,PROD_20,SLSMAN_209,10,2019,48,24
3594,PROD_59,SLSMAN_25,11,2019,672,946
9327,PROD_35,SLSMAN_70,12,2019,"10,272","10,944"
20408,PROD_82,SLSMAN_156,11,2019,0,"1,945"
13792,PROD_10,SLSMAN_105,12,2019,0,37
16912,PROD_86,SLSMAN_126,12,2019,0,51
318,PROD_14,SLSMAN_3,11,2019,"59,688","50,489"
23854,PROD_31,SLSMAN_183,1,2020,"8,400",0
9412,PROD_10,SLSMAN_71,12,2019,0,15
24886,PROD_23,SLSMAN_191,1,2020,108,0
10244,PROD_31,SLSMAN_81,12,2019,400,400
12779,PROD_80,SLSMAN_98,11,2019,240,132
28266,PROD_50,SLSMAN_224,11,2019,0,"2,234"
19752,PROD_13,SLSMAN_150,11,2019,576,440
22551,PROD_50,SLSMAN_172,1,2020,"45,264",0
7373,PROD_42,SLSMAN_52,1,2020,72,0
703,PROD_47,SLSMAN_5,10,2019,"1,440","1,030"
12414,PROD_33,SLSMAN_96,11,2019,504,540
23297,PROD_13,SLSMAN_180,10,2019,"6,696","7,897"
24914,PROD_33,SLSMAN_191,10,2019,"7,632","3,648"
21553,PROD_23,SLSMAN_165,1,2020,144,0
13153,PROD_16,SLSMAN_101,11,2019,972,446
7778,PROD_13,SLSMAN_56,1,2020,216,0
1541,PROD_56,SLSMAN_10,1,2020,576,0
18987,PROD_45,SLSMAN_142,11,2019,"1,872",102
25501,PROD_21,SLSMAN_195,12,2019,0,24
18066,PROD_74,SLSMAN_134,11,2019,0,0
27285,PROD_39,SLSMAN_212,10,2019,180,152
18217,PROD_50,SLSMAN_136,11,2019,"43,680","40,895"
4826,PROD_23,SLSMAN_35,10,2019,72,75
23365,PROD_35,SLSMAN_180,12,2019,"23,424","26,743"
5869,PROD_38,SLSMAN_42,12,2019,288,158
27318,PROD_59,SLSMAN_212,1,2020,"1,008",0
7738,PROD_59,SLSMAN_54,1,2020,756,0
16159,PROD_17,SLSMAN_122,12,2019,"6,336",0
20824,PROD_33,SLSMAN_160,11,2019,"3,060","2,983"
13406,PROD_58,SLSMAN_102,11,2019,"21,504","26,004"
24206,PROD_42,SLSMAN_185,1,2020,72,0
15322,PROD_54,SLSMAN_114,12,2019,12,0
28084,PROD_78,SLSMAN_218,11,2019,0,753
16674,PROD_33,SLSMAN_125,10,2019,900,340
9283,PROD_19,SLSMAN_70,12,2019,"22,176","20,172"
4897,PROD_61,SLSMAN_35,1,2020,"12,390",0
25760,PROD_15,SLSMAN_197,10,2019,192,198
27941,PROD_19,SLSMAN_217,11,2019,"3,360","4,513"
5981,PROD_23,SLSMAN_43,10,2019,108,76
19791,PROD_26,SLSMAN_150,10,2019,72,49
26982,PROD_47,SLSMAN_210,12,2019,984,"1,070"
5203,PROD_11,SLSMAN_38,12,2019,108,113
19225,PROD_18,SLSMAN_144,1,2020,"1,284",0
25525,PROD_36,SLSMAN_195,12,2019,48,43
2286,PROD_45,SLSMAN_15,1,2020,624,0
21950,PROD_58,SLSMAN_168,12,2019,"28,392","27,966"
12448,PROD_47,SLSMAN_96,11,2019,"2,376","1,835"
17178,PROD_39,SLSMAN_128,11,2019,360,430
11713,PROD_51,SLSMAN_91,12,2019,0,"5,030"
15276,PROD_33,SLSMAN_114,12,2019,648,0
7467,PROD_14,SLSMAN_53,10,2019,"20,484","27,437"
5786,PROD_82,SLSMAN_41,11,2019,0,"2,118"
8760,PROD_25,SLSMAN_64,10,2019,216,260
14299,PROD_19,SLSMAN_108,12,2019,672,909
4597,PROD_47,SLSMAN_33,12,2019,336,717
17300,PROD_23,SLSMAN_129,12,2019,144,112
11319,PROD_59,SLSMAN_88,10,2019,"3,696","4,253"
344,PROD_22,SLSMAN_3,10,2019,"42,000","3,600"
